Assay	run	trt	strain	measure	strain.name	assay.name
TravelSpeed	3	DMSO	N2	11.154708	N2	TravelSpeed
TravelSpeed	3	DMSO	N2	11.036866	N2	TravelSpeed
TravelSpeed	3	DMSO	N2	6.592776	N2	TravelSpeed
TravelSpeed	3	DMSO	N2	11.913285	N2	TravelSpeed
TravelSpeed	3	DMSO	N2	8.521677	N2	TravelSpeed
TravelSpeed	3	DMSO	N2	14.915853	N2	TravelSpeed
TravelSpeed	3	DMSO	N2	7.113804	N2	TravelSpeed
BrushStroke	3	DDT	N2	0.186466	N2	BrushStroke
BrushStroke	3	DDT	N2	0.385699	N2	BrushStroke
BrushStroke	3	DDT	N2	0.34784	N2	BrushStroke
BrushStroke	3	DDT	N2	0.12002	N2	BrushStroke
BrushStroke	3	DDT	N2	0.37749	N2	BrushStroke
BrushStroke	3	DDT	N2	0.128115	N2	BrushStroke
BrushStroke	3	DDT	N2	0.751063	N2	BrushStroke
BrushStroke	3	DDT	N2	0.635446	N2	BrushStroke
BrushStroke	3	DDT	N2	0.371461	N2	BrushStroke
BrushStroke	3	DDT	N2	0.119715	N2	BrushStroke
BrushStroke	3	DDT	N2	0.449255	N2	BrushStroke
BrushStroke	3	DDT	N2	0.306378	N2	BrushStroke
BrushStroke	3	DDT	N2	0.161006	N2	BrushStroke
BrushStroke	3	DDT	N2	0.359878	N2	BrushStroke
BrushStroke	3	DDT	N2	0.326137	N2	BrushStroke
BrushStroke	3	DDT	N2	0.326529	N2	BrushStroke
BrushStroke	3	DDT	N2	0.366003	N2	BrushStroke
BrushStroke	3	DDT	N2	0.126839	N2	BrushStroke
BrushStroke	3	DDT	N2	NA	N2	BrushStroke
BrushStroke	3	DDT	N2	NA	N2	BrushStroke
BrushStroke	3	DMSO	N2	0.342789	N2	BrushStroke
BrushStroke	3	DMSO	N2	0.393101	N2	BrushStroke
BrushStroke	3	DMSO	N2	0.758603	N2	BrushStroke
BrushStroke	3	DMSO	N2	0.091464	N2	BrushStroke
BrushStroke	3	DMSO	N2	0.257919	N2	BrushStroke
BrushStroke	3	DMSO	N2	0.080836	N2	BrushStroke
BrushStroke	3	DMSO	N2	0.249731	N2	BrushStroke
BrushStroke	3	DMSO	N2	0.285394	N2	BrushStroke
BrushStroke	3	DMSO	N2	0.313888	N2	BrushStroke
BrushStroke	3	DMSO	N2	0.141451	N2	BrushStroke
BrushStroke	3	DMSO	N2	0.247506	N2	BrushStroke
BrushStroke	3	DMSO	N2	0.268018	N2	BrushStroke
BrushStroke	3	DMSO	N2	0.321405	N2	BrushStroke
BrushStroke	3	DMSO	N2	0.278334	N2	BrushStroke
BrushStroke	3	DMSO	N2	0.260663	N2	BrushStroke
BrushStroke	3	DMSO	N2	0.394865	N2	BrushStroke
BrushStroke	3	DMSO	N2	0.370103	N2	BrushStroke
BrushStroke	3	DMSO	N2	0.350267	N2	BrushStroke
BrushStroke	3	DMSO	N2	0.61313	N2	BrushStroke
BrushStroke	3	DMSO	N2	0.150017	N2	BrushStroke
ActivityIndex	3	DDT	N2	227.830108	N2	ActivityIndex
ActivityIndex	3	DDT	N2	376.133597	N2	ActivityIndex
ActivityIndex	3	DDT	N2	325.376435	N2	ActivityIndex
ActivityIndex	3	DDT	N2	613.159992	N2	ActivityIndex
ActivityIndex	3	DDT	N2	399.173773	N2	ActivityIndex
ActivityIndex	3	DDT	N2	670.819189	N2	ActivityIndex
ActivityIndex	3	DDT	N2	623.024229	N2	ActivityIndex
ActivityIndex	3	DDT	N2	664.295536	N2	ActivityIndex
ActivityIndex	3	DDT	N2	310.890278	N2	ActivityIndex
ActivityIndex	3	DDT	N2	686.746328	N2	ActivityIndex
ActivityIndex	3	DDT	N2	420.436522	N2	ActivityIndex
ActivityIndex	3	DDT	N2	389.987114	N2	ActivityIndex
ActivityIndex	3	DDT	N2	286.934402	N2	ActivityIndex
ActivityIndex	3	DDT	N2	383.206415	N2	ActivityIndex
ActivityIndex	3	DDT	N2	311.945241	N2	ActivityIndex
ActivityIndex	3	DDT	N2	375.068225	N2	ActivityIndex
ActivityIndex	3	DDT	N2	353.79041	N2	ActivityIndex
ActivityIndex	3	DDT	N2	511.268416	N2	ActivityIndex
ActivityIndex	3	DDT	N2	NA	N2	ActivityIndex
ActivityIndex	3	DDT	N2	NA	N2	ActivityIndex
ActivityIndex	3	DMSO	N2	354.507877	N2	ActivityIndex
ActivityIndex	3	DMSO	N2	404.342546	N2	ActivityIndex
ActivityIndex	3	DMSO	N2	814.579373	N2	ActivityIndex
ActivityIndex	3	DMSO	N2	575.253595	N2	ActivityIndex
ActivityIndex	3	DMSO	N2	376.455785	N2	ActivityIndex
ActivityIndex	3	DMSO	N2	469.133763	N2	ActivityIndex
ActivityIndex	3	DMSO	N2	252.416426	N2	ActivityIndex
ActivityIndex	3	DMSO	N2	324.790911	N2	ActivityIndex
ActivityIndex	3	DMSO	N2	321.047734	N2	ActivityIndex
ActivityIndex	3	DMSO	N2	733.711409	N2	ActivityIndex
ActivityIndex	3	DMSO	N2	381.943873	N2	ActivityIndex
ActivityIndex	3	DMSO	N2	367.839779	N2	ActivityIndex
ActivityIndex	3	DMSO	N2	311.168934	N2	ActivityIndex
ActivityIndex	3	DMSO	N2	290.372805	N2	ActivityIndex
ActivityIndex	3	DMSO	N2	341.279137	N2	ActivityIndex
ActivityIndex	3	DMSO	N2	448.220751	N2	ActivityIndex
ActivityIndex	3	DMSO	N2	393.870982	N2	ActivityIndex
ActivityIndex	3	DMSO	N2	378.850854	N2	ActivityIndex
ActivityIndex	3	DMSO	N2	795.790723	N2	ActivityIndex
ActivityIndex	3	DMSO	N2	834.649596	N2	ActivityIndex
WaveInitRate	3	DMSO	BR5271	107.155995	BR5271	WaveInitRate
WaveInitRate	3	DMSO	BR5271	109.264558	BR5271	WaveInitRate
WaveInitRate	3	DMSO	BR5271	105.502361	BR5271	WaveInitRate
WaveInitRate	3	DMSO	BR5271	101.941175	BR5271	WaveInitRate
WaveInitRate	3	DMSO	BR5271	83.770766	BR5271	WaveInitRate
WaveInitRate	3	DMSO	BR5271	107.86014	BR5271	WaveInitRate
WaveInitRate	3	DMSO	BR5271	123.28778200000001	BR5271	WaveInitRate
WaveInitRate	3	DMSO	BR5271	92.344855	BR5271	WaveInitRate
WaveInitRate	3	DMSO	BR5271	107.351522	BR5271	WaveInitRate
WaveInitRate	3	DMSO	BR5271	106.31048	BR5271	WaveInitRate
WaveInitRate	3	DMSO	BR5271	107.504026	BR5271	WaveInitRate
WaveInitRate	3	DMSO	BR5271	106.691729	BR5271	WaveInitRate
WaveInitRate	3	DMSO	BR5271	107.641223	BR5271	WaveInitRate
WaveInitRate	3	DMSO	BR5271	106.112921	BR5271	WaveInitRate
WaveInitRate	3	DMSO	BR5271	107.172632	BR5271	WaveInitRate
WaveInitRate	3	DMSO	BR5271	101.952619	BR5271	WaveInitRate
WaveInitRate	3	DMSO	BR5271	100.856904	BR5271	WaveInitRate
WaveInitRate	3	DMSO	BR5271	106.371535	BR5271	WaveInitRate
WaveInitRate	3	DMSO	BR5271	124.07989	BR5271	WaveInitRate
WaveInitRate	3	DDT	BR5271	107.306324	BR5271	WaveInitRate
WaveInitRate	3	DDT	BR5271	109.40367	BR5271	WaveInitRate
WaveInitRate	3	DDT	BR5271	103.866703	BR5271	WaveInitRate
WaveInitRate	3	DDT	BR5271	106.493315	BR5271	WaveInitRate
WaveInitRate	3	DDT	BR5271	89.392409	BR5271	WaveInitRate
WaveInitRate	3	DDT	BR5271	112.067206	BR5271	WaveInitRate
WaveInitRate	3	DDT	BR5271	104.645548	BR5271	WaveInitRate
WaveInitRate	3	DDT	BR5271	105.199896	BR5271	WaveInitRate
WaveInitRate	3	DDT	BR5271	106.588814	BR5271	WaveInitRate
WaveInitRate	3	DDT	BR5271	107.608025	BR5271	WaveInitRate
WaveInitRate	3	DDT	BR5271	114.812576	BR5271	WaveInitRate
WaveInitRate	3	DDT	BR5271	121.066829	BR5271	WaveInitRate
WaveInitRate	3	DDT	BR5271	106.034525	BR5271	WaveInitRate
WaveInitRate	3	DDT	BR5271	122.91237	BR5271	WaveInitRate
WaveInitRate	3	DDT	BR5271	103.170906	BR5271	WaveInitRate
WaveInitRate	3	DDT	BR5271	100.493992	BR5271	WaveInitRate
WaveInitRate	3	DDT	BR5271	105.584654	BR5271	WaveInitRate
WaveInitRate	3	DDT	BR5271	87.911343	BR5271	WaveInitRate
WaveInitRate	3	DDT	BR5271	105.634296	BR5271	WaveInitRate
WaveNumber	3	DMSO	BR5271	0.462013	BR5271	WaveNumber
WaveNumber	3	DMSO	BR5271	0.491258	BR5271	WaveNumber
WaveNumber	3	DMSO	BR5271	0.566159	BR5271	WaveNumber
WaveNumber	3	DMSO	BR5271	0.41105	BR5271	WaveNumber
WaveNumber	3	DMSO	BR5271	0.504701	BR5271	WaveNumber
WaveNumber	3	DMSO	BR5271	0.484366	BR5271	WaveNumber
WaveNumber	3	DMSO	BR5271	0.540361	BR5271	WaveNumber
WaveNumber	3	DMSO	BR5271	0.46618	BR5271	WaveNumber
WaveNumber	3	DMSO	BR5271	0.488246	BR5271	WaveNumber
WaveNumber	3	DMSO	BR5271	0.533733	BR5271	WaveNumber
WaveNumber	3	DMSO	BR5271	0.512597	BR5271	WaveNumber
WaveNumber	3	DMSO	BR5271	0.453518	BR5271	WaveNumber
WaveNumber	3	DMSO	BR5271	0.437016	BR5271	WaveNumber
WaveNumber	3	DMSO	BR5271	0.433103	BR5271	WaveNumber
WaveNumber	3	DMSO	BR5271	0.44233	BR5271	WaveNumber
WaveNumber	3	DMSO	BR5271	0.523028	BR5271	WaveNumber
WaveNumber	3	DMSO	BR5271	0.5296	BR5271	WaveNumber
WaveNumber	3	DMSO	BR5271	0.515949	BR5271	WaveNumber
WaveNumber	3	DMSO	BR5271	0.672589	BR5271	WaveNumber
WaveNumber	3	DDT	BR5271	0.368263	BR5271	WaveNumber
WaveNumber	3	DDT	BR5271	0.391916	BR5271	WaveNumber
WaveNumber	3	DDT	BR5271	0.425296	BR5271	WaveNumber
WaveNumber	3	DDT	BR5271	0.299642	BR5271	WaveNumber
WaveNumber	3	DDT	BR5271	0.505713	BR5271	WaveNumber
WaveNumber	3	DDT	BR5271	0.454582	BR5271	WaveNumber
WaveNumber	3	DDT	BR5271	0.328215	BR5271	WaveNumber
WaveNumber	3	DDT	BR5271	0.517884	BR5271	WaveNumber
WaveNumber	3	DDT	BR5271	0.511364	BR5271	WaveNumber
WaveNumber	3	DDT	BR5271	0.519487	BR5271	WaveNumber
WaveNumber	3	DDT	BR5271	0.451704	BR5271	WaveNumber
WaveNumber	3	DDT	BR5271	0.452222	BR5271	WaveNumber
WaveNumber	3	DDT	BR5271	0.472788	BR5271	WaveNumber
WaveNumber	3	DDT	BR5271	0.462424	BR5271	WaveNumber
WaveNumber	3	DDT	BR5271	0.374336	BR5271	WaveNumber
WaveNumber	3	DDT	BR5271	0.402955	BR5271	WaveNumber
WaveNumber	3	DDT	BR5271	0.4998	BR5271	WaveNumber
WaveNumber	3	DDT	BR5271	0.420111	BR5271	WaveNumber
WaveNumber	3	DDT	BR5271	0.37782	BR5271	WaveNumber
Asymmetry	3	DMSO	BR5271	-0.012684	BR5271	Asymmetry
Asymmetry	3	DMSO	BR5271	0.017814	BR5271	Asymmetry
Asymmetry	3	DMSO	BR5271	-0.016817	BR5271	Asymmetry
Asymmetry	3	DMSO	BR5271	0.00707	BR5271	Asymmetry
Asymmetry	3	DMSO	BR5271	0.03046	BR5271	Asymmetry
Asymmetry	3	DMSO	BR5271	-0.001054	BR5271	Asymmetry
Asymmetry	3	DMSO	BR5271	0.002449	BR5271	Asymmetry
Asymmetry	3	DMSO	BR5271	-0.03567	BR5271	Asymmetry
Asymmetry	3	DMSO	BR5271	-0.007287	BR5271	Asymmetry
Asymmetry	3	DMSO	BR5271	0.014263	BR5271	Asymmetry
Asymmetry	3	DMSO	BR5271	0.007585	BR5271	Asymmetry
Asymmetry	3	DMSO	BR5271	0.022339	BR5271	Asymmetry
Asymmetry	3	DMSO	BR5271	-0.019762	BR5271	Asymmetry
Asymmetry	3	DMSO	BR5271	0.032596	BR5271	Asymmetry
Asymmetry	3	DMSO	BR5271	0.007769	BR5271	Asymmetry
Asymmetry	3	DMSO	BR5271	-0.031489	BR5271	Asymmetry
Asymmetry	3	DMSO	BR5271	0.01403	BR5271	Asymmetry
Asymmetry	3	DMSO	BR5271	0.003251	BR5271	Asymmetry
Asymmetry	3	DMSO	BR5271	-7.13e-4	BR5271	Asymmetry
Asymmetry	3	DDT	BR5271	0.02371	BR5271	Asymmetry
Asymmetry	3	DDT	BR5271	0.002437	BR5271	Asymmetry
Asymmetry	3	DDT	BR5271	-0.013503	BR5271	Asymmetry
Asymmetry	3	DDT	BR5271	0.049726	BR5271	Asymmetry
Asymmetry	3	DDT	BR5271	-0.047197	BR5271	Asymmetry
Asymmetry	3	DDT	BR5271	-0.00229	BR5271	Asymmetry
Asymmetry	3	DDT	BR5271	0.007379	BR5271	Asymmetry
Asymmetry	3	DDT	BR5271	0.016441	BR5271	Asymmetry
Asymmetry	3	DDT	BR5271	-0.018964	BR5271	Asymmetry
Asymmetry	3	DDT	BR5271	-0.006525	BR5271	Asymmetry
Asymmetry	3	DDT	BR5271	-0.018004	BR5271	Asymmetry
Asymmetry	3	DDT	BR5271	0.007589	BR5271	Asymmetry
Asymmetry	3	DDT	BR5271	-0.028947	BR5271	Asymmetry
Asymmetry	3	DDT	BR5271	-0.016805	BR5271	Asymmetry
Asymmetry	3	DDT	BR5271	0.017451	BR5271	Asymmetry
Asymmetry	3	DDT	BR5271	-0.033692	BR5271	Asymmetry
Asymmetry	3	DDT	BR5271	-0.019908	BR5271	Asymmetry
Asymmetry	3	DDT	BR5271	-0.044472	BR5271	Asymmetry
Asymmetry	3	DDT	BR5271	0.020794	BR5271	Asymmetry
Stretch	3	DMSO	BR5271	0.352073	BR5271	Stretch
Stretch	3	DMSO	BR5271	0.346117	BR5271	Stretch
Stretch	3	DMSO	BR5271	0.413295	BR5271	Stretch
Stretch	3	DMSO	BR5271	0.415373	BR5271	Stretch
Stretch	3	DMSO	BR5271	0.409306	BR5271	Stretch
Stretch	3	DMSO	BR5271	0.33756	BR5271	Stretch
Stretch	3	DMSO	BR5271	0.386593	BR5271	Stretch
Stretch	3	DMSO	BR5271	0.421478	BR5271	Stretch
Stretch	3	DMSO	BR5271	0.379005	BR5271	Stretch
Stretch	3	DMSO	BR5271	0.355184	BR5271	Stretch
Stretch	3	DMSO	BR5271	0.338332	BR5271	Stretch
Stretch	3	DMSO	BR5271	0.416957	BR5271	Stretch
Stretch	3	DMSO	BR5271	0.361478	BR5271	Stretch
Stretch	3	DMSO	BR5271	0.41072	BR5271	Stretch
Stretch	3	DMSO	BR5271	0.365793	BR5271	Stretch
Stretch	3	DMSO	BR5271	0.398414	BR5271	Stretch
Stretch	3	DMSO	BR5271	0.387969	BR5271	Stretch
Stretch	3	DMSO	BR5271	0.306144	BR5271	Stretch
Stretch	3	DMSO	BR5271	0.434182	BR5271	Stretch
Stretch	3	DDT	BR5271	0.337939	BR5271	Stretch
Stretch	3	DDT	BR5271	0.389285	BR5271	Stretch
Stretch	3	DDT	BR5271	0.427859	BR5271	Stretch
Stretch	3	DDT	BR5271	0.385398	BR5271	Stretch
Stretch	3	DDT	BR5271	0.390926	BR5271	Stretch
Stretch	3	DDT	BR5271	0.440251	BR5271	Stretch
Stretch	3	DDT	BR5271	0.355918	BR5271	Stretch
Stretch	3	DDT	BR5271	0.350483	BR5271	Stretch
Stretch	3	DDT	BR5271	0.394376	BR5271	Stretch
Stretch	3	DDT	BR5271	0.40678	BR5271	Stretch
Stretch	3	DDT	BR5271	0.348644	BR5271	Stretch
Stretch	3	DDT	BR5271	0.412881	BR5271	Stretch
Stretch	3	DDT	BR5271	0.396044	BR5271	Stretch
Stretch	3	DDT	BR5271	0.34162	BR5271	Stretch
Stretch	3	DDT	BR5271	0.440267	BR5271	Stretch
Stretch	3	DDT	BR5271	0.393928	BR5271	Stretch
Stretch	3	DDT	BR5271	0.377538	BR5271	Stretch
Stretch	3	DDT	BR5271	0.425082	BR5271	Stretch
Stretch	3	DDT	BR5271	0.395856	BR5271	Stretch
Attenuation	3	DMSO	BR5271	5.575664	BR5271	Attenuation
Attenuation	3	DMSO	BR5271	-21.086562	BR5271	Attenuation
Attenuation	3	DMSO	BR5271	62.470819	BR5271	Attenuation
Attenuation	3	DMSO	BR5271	-1.348337	BR5271	Attenuation
Attenuation	3	DMSO	BR5271	-10.396547	BR5271	Attenuation
Attenuation	3	DMSO	BR5271	-7.433345	BR5271	Attenuation
Attenuation	3	DMSO	BR5271	65.503361	BR5271	Attenuation
Attenuation	3	DMSO	BR5271	-19.790622	BR5271	Attenuation
Attenuation	3	DMSO	BR5271	-10.537978	BR5271	Attenuation
Attenuation	3	DMSO	BR5271	56.320231	BR5271	Attenuation
Attenuation	3	DMSO	BR5271	57.575204	BR5271	Attenuation
Attenuation	3	DMSO	BR5271	1.191371	BR5271	Attenuation
Attenuation	3	DMSO	BR5271	52.748265	BR5271	Attenuation
Attenuation	3	DMSO	BR5271	-8.981422	BR5271	Attenuation
Attenuation	3	DMSO	BR5271	12.818611	BR5271	Attenuation
Attenuation	3	DMSO	BR5271	56.570107	BR5271	Attenuation
Attenuation	3	DMSO	BR5271	24.496521	BR5271	Attenuation
Attenuation	3	DMSO	BR5271	67.763911	BR5271	Attenuation
Attenuation	3	DMSO	BR5271	-3.740712	BR5271	Attenuation
Attenuation	3	DDT	BR5271	18.154924	BR5271	Attenuation
Attenuation	3	DDT	BR5271	60.073248	BR5271	Attenuation
Attenuation	3	DDT	BR5271	55.758658	BR5271	Attenuation
Attenuation	3	DDT	BR5271	15.992636	BR5271	Attenuation
Attenuation	3	DDT	BR5271	52.921698	BR5271	Attenuation
Attenuation	3	DDT	BR5271	55.218029	BR5271	Attenuation
Attenuation	3	DDT	BR5271	13.212314	BR5271	Attenuation
Attenuation	3	DDT	BR5271	15.592872	BR5271	Attenuation
Attenuation	3	DDT	BR5271	55.838575	BR5271	Attenuation
Attenuation	3	DDT	BR5271	51.2502	BR5271	Attenuation
Attenuation	3	DDT	BR5271	16.709223	BR5271	Attenuation
Attenuation	3	DDT	BR5271	60.241975	BR5271	Attenuation
Attenuation	3	DDT	BR5271	50.005559	BR5271	Attenuation
Attenuation	3	DDT	BR5271	-0.832183	BR5271	Attenuation
Attenuation	3	DDT	BR5271	34.172418	BR5271	Attenuation
Attenuation	3	DDT	BR5271	12.328198	BR5271	Attenuation
Attenuation	3	DDT	BR5271	4.505503	BR5271	Attenuation
Attenuation	3	DDT	BR5271	41.588556	BR5271	Attenuation
Attenuation	3	DDT	BR5271	15.671313	BR5271	Attenuation
ReverseSwim	3	DMSO	BR5271	0	BR5271	ReverseSwim
ReverseSwim	3	DMSO	BR5271	0	BR5271	ReverseSwim
ReverseSwim	3	DMSO	BR5271	0	BR5271	ReverseSwim
ReverseSwim	3	DMSO	BR5271	0	BR5271	ReverseSwim
ReverseSwim	3	DMSO	BR5271	0	BR5271	ReverseSwim
ReverseSwim	3	DMSO	BR5271	0	BR5271	ReverseSwim
ReverseSwim	3	DMSO	BR5271	0	BR5271	ReverseSwim
ReverseSwim	3	DMSO	BR5271	0	BR5271	ReverseSwim
ReverseSwim	3	DMSO	BR5271	0	BR5271	ReverseSwim
ReverseSwim	3	DMSO	BR5271	0	BR5271	ReverseSwim
ReverseSwim	3	DMSO	BR5271	0	BR5271	ReverseSwim
ReverseSwim	3	DMSO	BR5271	0	BR5271	ReverseSwim
ReverseSwim	3	DMSO	BR5271	0	BR5271	ReverseSwim
ReverseSwim	3	DMSO	BR5271	0	BR5271	ReverseSwim
ReverseSwim	3	DMSO	BR5271	0	BR5271	ReverseSwim
ReverseSwim	3	DMSO	BR5271	0	BR5271	ReverseSwim
ReverseSwim	3	DMSO	BR5271	0	BR5271	ReverseSwim
ReverseSwim	3	DMSO	BR5271	0	BR5271	ReverseSwim
ReverseSwim	3	DMSO	BR5271	0	BR5271	ReverseSwim
ReverseSwim	3	DDT	BR5271	0	BR5271	ReverseSwim
ReverseSwim	3	DDT	BR5271	0	BR5271	ReverseSwim
ReverseSwim	3	DDT	BR5271	0	BR5271	ReverseSwim
ReverseSwim	3	DDT	BR5271	0	BR5271	ReverseSwim
ReverseSwim	3	DDT	BR5271	0	BR5271	ReverseSwim
ReverseSwim	3	DDT	BR5271	0	BR5271	ReverseSwim
ReverseSwim	3	DDT	BR5271	0	BR5271	ReverseSwim
ReverseSwim	3	DDT	BR5271	0	BR5271	ReverseSwim
ReverseSwim	3	DDT	BR5271	0	BR5271	ReverseSwim
ReverseSwim	3	DDT	BR5271	0	BR5271	ReverseSwim
ReverseSwim	3	DDT	BR5271	0	BR5271	ReverseSwim
ReverseSwim	3	DDT	BR5271	0	BR5271	ReverseSwim
ReverseSwim	3	DDT	BR5271	0	BR5271	ReverseSwim
ReverseSwim	3	DDT	BR5271	0	BR5271	ReverseSwim
ReverseSwim	3	DDT	BR5271	0	BR5271	ReverseSwim
ReverseSwim	3	DDT	BR5271	0	BR5271	ReverseSwim
ReverseSwim	3	DDT	BR5271	0	BR5271	ReverseSwim
ReverseSwim	3	DDT	BR5271	0	BR5271	ReverseSwim
ReverseSwim	3	DDT	BR5271	0	BR5271	ReverseSwim
Curling	3	DMSO	BR5271	0.110906	BR5271	Curling
Curling	3	DMSO	BR5271	0.572519	BR5271	Curling
Curling	3	DMSO	BR5271	0.981595	BR5271	Curling
Curling	3	DMSO	BR5271	2.632794	BR5271	Curling
Curling	3	DMSO	BR5271	0.332717	BR5271	Curling
Curling	3	DMSO	BR5271	0	BR5271	Curling
Curling	3	DMSO	BR5271	0	BR5271	Curling
Curling	3	DMSO	BR5271	0.631579	BR5271	Curling
Curling	3	DMSO	BR5271	0	BR5271	Curling
Curling	3	DMSO	BR5271	0.111732	BR5271	Curling
Curling	3	DMSO	BR5271	0	BR5271	Curling
Curling	3	DMSO	BR5271	0.300752	BR5271	Curling
Curling	3	DMSO	BR5271	0	BR5271	Curling
Curling	3	DMSO	BR5271	1.323529	BR5271	Curling
Curling	3	DMSO	BR5271	0.114068	BR5271	Curling
Curling	3	DMSO	BR5271	1.50289	BR5271	Curling
Curling	3	DMSO	BR5271	0.567108	BR5271	Curling
Curling	3	DMSO	BR5271	0	BR5271	Curling
Curling	3	DMSO	BR5271	0.815217	BR5271	Curling
Curling	3	DDT	BR5271	0.113208	BR5271	Curling
Curling	3	DDT	BR5271	0.113852	BR5271	Curling
Curling	3	DDT	BR5271	0.341556	BR5271	Curling
Curling	3	DDT	BR5271	0.825147	BR5271	Curling
Curling	3	DDT	BR5271	0.214669	BR5271	Curling
Curling	3	DDT	BR5271	0	BR5271	Curling
Curling	3	DDT	BR5271	0	BR5271	Curling
Curling	3	DDT	BR5271	0	BR5271	Curling
Curling	3	DDT	BR5271	0.10772	BR5271	Curling
Curling	3	DDT	BR5271	1.257143	BR5271	Curling
Curling	3	DDT	BR5271	0.574713	BR5271	Curling
Curling	3	DDT	BR5271	0	BR5271	Curling
Curling	3	DDT	BR5271	0.216998	BR5271	Curling
Curling	3	DDT	BR5271	0	BR5271	Curling
Curling	3	DDT	BR5271	0.56338	BR5271	Curling
Curling	3	DDT	BR5271	0.537634	BR5271	Curling
Curling	3	DDT	BR5271	0.108108	BR5271	Curling
Curling	3	DDT	BR5271	0	BR5271	Curling
Curling	3	DDT	BR5271	0.725806	BR5271	Curling
TravelSpeed	3	DMSO	BR5271	9.423071	BR5271	TravelSpeed
TravelSpeed	3	DMSO	BR5271	7.963678	BR5271	TravelSpeed
TravelSpeed	3	DMSO	BR5271	11.737519	BR5271	TravelSpeed
TravelSpeed	3	DMSO	BR5271	6.12879	BR5271	TravelSpeed
TravelSpeed	3	DMSO	BR5271	5.866794	BR5271	TravelSpeed
TravelSpeed	3	DMSO	BR5271	9.377278	BR5271	TravelSpeed
TravelSpeed	3	DMSO	BR5271	8.774228	BR5271	TravelSpeed
TravelSpeed	3	DMSO	BR5271	0.436333	BR5271	TravelSpeed
TravelSpeed	3	DMSO	BR5271	7.86374	BR5271	TravelSpeed
TravelSpeed	3	DMSO	BR5271	9.26426	BR5271	TravelSpeed
TravelSpeed	3	DMSO	BR5271	7.71239	BR5271	TravelSpeed
TravelSpeed	3	DMSO	BR5271	12.839261	BR5271	TravelSpeed
TravelSpeed	3	DMSO	BR5271	9.29239	BR5271	TravelSpeed
TravelSpeed	3	DMSO	BR5271	7.444186	BR5271	TravelSpeed
TravelSpeed	3	DMSO	BR5271	6.829617	BR5271	TravelSpeed
TravelSpeed	3	DMSO	BR5271	8.137462	BR5271	TravelSpeed
TravelSpeed	3	DMSO	BR5271	5.784798	BR5271	TravelSpeed
TravelSpeed	3	DMSO	BR5271	9.665224	BR5271	TravelSpeed
TravelSpeed	3	DMSO	BR5271	5.982586	BR5271	TravelSpeed
TravelSpeed	3	DDT	BR5271	6.754557	BR5271	TravelSpeed
TravelSpeed	3	DDT	BR5271	7.725655	BR5271	TravelSpeed
TravelSpeed	3	DDT	BR5271	14.461813	BR5271	TravelSpeed
TravelSpeed	3	DDT	BR5271	11.067713	BR5271	TravelSpeed
TravelSpeed	3	DDT	BR5271	13.394352	BR5271	TravelSpeed
TravelSpeed	3	DDT	BR5271	12.656649	BR5271	TravelSpeed
TravelSpeed	3	DDT	BR5271	10.40052	BR5271	TravelSpeed
TravelSpeed	3	DDT	BR5271	15.496108	BR5271	TravelSpeed
TravelSpeed	3	DDT	BR5271	11.791563	BR5271	TravelSpeed
TravelSpeed	3	DDT	BR5271	7.402192	BR5271	TravelSpeed
TravelSpeed	3	DDT	BR5271	5.991612	BR5271	TravelSpeed
TravelSpeed	3	DDT	BR5271	10.700057	BR5271	TravelSpeed
TravelSpeed	3	DDT	BR5271	8.828626	BR5271	TravelSpeed
TravelSpeed	3	DDT	BR5271	0	BR5271	TravelSpeed
TravelSpeed	3	DDT	BR5271	11.01592	BR5271	TravelSpeed
TravelSpeed	3	DDT	BR5271	8.892411	BR5271	TravelSpeed
TravelSpeed	3	DDT	BR5271	10.234618	BR5271	TravelSpeed
TravelSpeed	3	DDT	BR5271	10.684197	BR5271	TravelSpeed
TravelSpeed	3	DDT	BR5271	4.6194	BR5271	TravelSpeed
BrushStroke	3	DMSO	BR5271	0.126877	BR5271	BrushStroke
BrushStroke	3	DMSO	BR5271	0.385643	BR5271	BrushStroke
BrushStroke	3	DMSO	BR5271	0.341064	BR5271	BrushStroke
BrushStroke	3	DMSO	BR5271	0.174147	BR5271	BrushStroke
BrushStroke	3	DMSO	BR5271	0.242143	BR5271	BrushStroke
BrushStroke	3	DMSO	BR5271	0.383637	BR5271	BrushStroke
BrushStroke	3	DMSO	BR5271	0.286484	BR5271	BrushStroke
BrushStroke	3	DMSO	BR5271	0.370301	BR5271	BrushStroke
BrushStroke	3	DMSO	BR5271	0.303739	BR5271	BrushStroke
BrushStroke	3	DMSO	BR5271	0.307845	BR5271	BrushStroke
BrushStroke	3	DMSO	BR5271	0.317908	BR5271	BrushStroke
BrushStroke	3	DMSO	BR5271	0.302017	BR5271	BrushStroke
BrushStroke	3	DMSO	BR5271	0.326668	BR5271	BrushStroke
BrushStroke	3	DMSO	BR5271	0.308473	BR5271	BrushStroke
BrushStroke	3	DMSO	BR5271	0.27517200000000003	BR5271	BrushStroke
BrushStroke	3	DMSO	BR5271	0.285408	BR5271	BrushStroke
BrushStroke	3	DMSO	BR5271	0.314447	BR5271	BrushStroke
BrushStroke	3	DMSO	BR5271	0.345528	BR5271	BrushStroke
BrushStroke	3	DMSO	BR5271	0.321701	BR5271	BrushStroke
