Assay	run	trt	strain	measure	strain.name	assay.name
BodyWaveNumber	4	DDT	BR5270	0.327893	BR5270	WaveNumber
BodyWaveNumber	4	DDT	BR5270	0.559864	BR5270	WaveNumber
BodyWaveNumber	4	DDT	BR5270	0.375429	BR5270	WaveNumber
BodyWaveNumber	4	DDT	BR5270	0.475968	BR5270	WaveNumber
BodyWaveNumber	4	DDT	BR5270	0.39144	BR5270	WaveNumber
BodyWaveNumber	4	DDT	BR5270	0.583902	BR5270	WaveNumber
BodyWaveNumber	4	DDT	BR5270	0.38986	BR5270	WaveNumber
BodyWaveNumber	4	DDT	BR5270	0.512624	BR5270	WaveNumber
BodyWaveNumber	4	DDT	BR5270	0.515781	BR5270	WaveNumber
BodyWaveNumber	4	DDT	BR5270	0.670479	BR5270	WaveNumber
BodyWaveNumber	4	DDT	BR5270	NA	BR5270	WaveNumber
BodyWaveNumber	4	DDT	BR5270	NA	BR5270	WaveNumber
BodyWaveNumber	4	DDT	BR5270	NA	BR5270	WaveNumber
BodyWaveNumber	4	DMSO	BR5270	0.438736	BR5270	WaveNumber
BodyWaveNumber	4	DMSO	BR5270	0.535489	BR5270	WaveNumber
BodyWaveNumber	4	DMSO	BR5270	0.527466	BR5270	WaveNumber
BodyWaveNumber	4	DMSO	BR5270	0.482355	BR5270	WaveNumber
BodyWaveNumber	4	DMSO	BR5270	0.53426	BR5270	WaveNumber
BodyWaveNumber	4	DMSO	BR5270	0.308954	BR5270	WaveNumber
BodyWaveNumber	4	DMSO	BR5270	0.376714	BR5270	WaveNumber
BodyWaveNumber	4	DMSO	BR5270	0.486897	BR5270	WaveNumber
BodyWaveNumber	4	DMSO	BR5270	0.393586	BR5270	WaveNumber
BodyWaveNumber	4	DMSO	BR5270	0.501815	BR5270	WaveNumber
BodyWaveNumber	4	DMSO	BR5270	0.502028	BR5270	WaveNumber
BodyWaveNumber	4	DMSO	BR5270	0.351576	BR5270	WaveNumber
BodyWaveNumber	4	DMSO	BR5270	0.387535	BR5270	WaveNumber
BodyWaveNumber	4	DMSO	BR5270	NA	BR5270	WaveNumber
BodyWaveNumber	4	DMSO	BR5270	NA	BR5270	WaveNumber
BodyWaveNumber	4	DMSO	BR5270	NA	BR5270	WaveNumber
BodyWaveNumber	4	DMSO	BR5270	NA	BR5270	WaveNumber
BodyWaveNumber	4	DMSO	BR5270	NA	BR5270	WaveNumber
BodyWaveNumber	4	DDT	BR5271	0.537332	BR5271	WaveNumber
BodyWaveNumber	4	DDT	BR5271	0.560948	BR5271	WaveNumber
BodyWaveNumber	4	DDT	BR5271	0.580188	BR5271	WaveNumber
BodyWaveNumber	4	DDT	BR5271	0.456296	BR5271	WaveNumber
BodyWaveNumber	4	DDT	BR5271	0.517845	BR5271	WaveNumber
BodyWaveNumber	4	DDT	BR5271	0.461781	BR5271	WaveNumber
BodyWaveNumber	4	DDT	BR5271	0.223276	BR5271	WaveNumber
BodyWaveNumber	4	DDT	BR5271	0.507355	BR5271	WaveNumber
BodyWaveNumber	4	DDT	BR5271	0.47101	BR5271	WaveNumber
BodyWaveNumber	4	DDT	BR5271	0.544925	BR5271	WaveNumber
BodyWaveNumber	4	DDT	BR5271	0.464651	BR5271	WaveNumber
BodyWaveNumber	4	DDT	BR5271	0.348352	BR5271	WaveNumber
BodyWaveNumber	4	DDT	BR5271	0.460744	BR5271	WaveNumber
BodyWaveNumber	4	DDT	BR5271	0.314835	BR5271	WaveNumber
BodyWaveNumber	4	DDT	BR5271	0.398904	BR5271	WaveNumber
BodyWaveNumber	4	DDT	BR5271	0.305515	BR5271	WaveNumber
BodyWaveNumber	4	DDT	BR5271	0.434699	BR5271	WaveNumber
BodyWaveNumber	4	DDT	BR5271	NA	BR5271	WaveNumber
BodyWaveNumber	4	DMSO	BR5271	0.378484	BR5271	WaveNumber
BodyWaveNumber	4	DMSO	BR5271	0.490688	BR5271	WaveNumber
BodyWaveNumber	4	DMSO	BR5271	0.524801	BR5271	WaveNumber
BodyWaveNumber	4	DMSO	BR5271	0.536556	BR5271	WaveNumber
BodyWaveNumber	4	DMSO	BR5271	0.43408	BR5271	WaveNumber
BodyWaveNumber	4	DMSO	BR5271	0.504388	BR5271	WaveNumber
BodyWaveNumber	4	DMSO	BR5271	0.498813	BR5271	WaveNumber
BodyWaveNumber	4	DMSO	BR5271	0.316125	BR5271	WaveNumber
BodyWaveNumber	4	DMSO	BR5271	0.445392	BR5271	WaveNumber
BodyWaveNumber	4	DMSO	BR5271	0.561025	BR5271	WaveNumber
BodyWaveNumber	4	DMSO	BR5271	0.517129	BR5271	WaveNumber
BodyWaveNumber	4	DMSO	BR5271	0.445735	BR5271	WaveNumber
BodyWaveNumber	4	DMSO	BR5271	0.513936	BR5271	WaveNumber
BodyWaveNumber	4	DMSO	BR5271	0.384735	BR5271	WaveNumber
BodyWaveNumber	4	DMSO	BR5271	0.527758	BR5271	WaveNumber
BodyWaveNumber	4	DMSO	BR5271	0.405503	BR5271	WaveNumber
BodyWaveNumber	4	DMSO	BR5271	0.471261	BR5271	WaveNumber
BodyWaveNumber	4	DMSO	BR5271	0.496501	BR5271	WaveNumber
BodyWaveNumber	4	DDT	N2	0.526728	N2	WaveNumber
BodyWaveNumber	4	DDT	N2	0.421829	N2	WaveNumber
BodyWaveNumber	4	DDT	N2	0.440215	N2	WaveNumber
BodyWaveNumber	4	DDT	N2	0.442077	N2	WaveNumber
BodyWaveNumber	4	DDT	N2	0.449329	N2	WaveNumber
BodyWaveNumber	4	DDT	N2	0.520114	N2	WaveNumber
BodyWaveNumber	4	DDT	N2	0.534068	N2	WaveNumber
BodyWaveNumber	4	DDT	N2	0.55117	N2	WaveNumber
BodyWaveNumber	4	DDT	N2	0.550568	N2	WaveNumber
BodyWaveNumber	4	DDT	N2	0.500459	N2	WaveNumber
BodyWaveNumber	4	DDT	N2	0.547426	N2	WaveNumber
BodyWaveNumber	4	DDT	N2	0.492071	N2	WaveNumber
BodyWaveNumber	4	DDT	N2	0.459395	N2	WaveNumber
BodyWaveNumber	4	DDT	N2	0.403816	N2	WaveNumber
BodyWaveNumber	4	DDT	N2	0.540329	N2	WaveNumber
BodyWaveNumber	4	DDT	N2	0.454746	N2	WaveNumber
BodyWaveNumber	4	DDT	N2	NA	N2	WaveNumber
BodyWaveNumber	4	DDT	N2	NA	N2	WaveNumber
BodyWaveNumber	4	DMSO	N2	0.33668	N2	WaveNumber
BodyWaveNumber	4	DMSO	N2	0.500632	N2	WaveNumber
BodyWaveNumber	4	DMSO	N2	0.483224	N2	WaveNumber
BodyWaveNumber	4	DMSO	N2	0.449775	N2	WaveNumber
BodyWaveNumber	4	DMSO	N2	0.529141	N2	WaveNumber
BodyWaveNumber	4	DMSO	N2	0.402061	N2	WaveNumber
BodyWaveNumber	4	DMSO	N2	0.474518	N2	WaveNumber
BodyWaveNumber	4	DMSO	N2	0.497713	N2	WaveNumber
BodyWaveNumber	4	DMSO	N2	0.490704	N2	WaveNumber
BodyWaveNumber	4	DMSO	N2	0.429546	N2	WaveNumber
BodyWaveNumber	4	DMSO	N2	0.45466	N2	WaveNumber
BodyWaveNumber	4	DMSO	N2	0.556607	N2	WaveNumber
BodyWaveNumber	4	DMSO	N2	0.403668	N2	WaveNumber
BodyWaveNumber	4	DMSO	N2	0.347278	N2	WaveNumber
BodyWaveNumber	4	DMSO	N2	0.513743	N2	WaveNumber
BodyWaveNumber	4	DMSO	N2	0.558116	N2	WaveNumber
BodyWaveNumber	4	DMSO	N2	0.489649	N2	WaveNumber
BodyWaveNumber	4	DMSO	N2	NA	N2	WaveNumber
Asymmetry	4	DDT	BR5270	0.010657	BR5270	Asymmetry
Asymmetry	4	DDT	BR5270	-0.010113	BR5270	Asymmetry
Asymmetry	4	DDT	BR5270	0.006285	BR5270	Asymmetry
Asymmetry	4	DDT	BR5270	0.016723	BR5270	Asymmetry
Asymmetry	4	DDT	BR5270	8.75e-4	BR5270	Asymmetry
Asymmetry	4	DDT	BR5270	-0.004621	BR5270	Asymmetry
Asymmetry	4	DDT	BR5270	-0.005831	BR5270	Asymmetry
Asymmetry	4	DDT	BR5270	0.001374	BR5270	Asymmetry
Asymmetry	4	DDT	BR5270	-0.00441	BR5270	Asymmetry
Asymmetry	4	DDT	BR5270	0.021288	BR5270	Asymmetry
Asymmetry	4	DDT	BR5270	0.004018	BR5270	Asymmetry
Asymmetry	4	DDT	BR5270	0.001293	BR5270	Asymmetry
Asymmetry	4	DDT	BR5270	-0.012183	BR5270	Asymmetry
Asymmetry	4	DDT	BR5270	0.01991	BR5270	Asymmetry
Asymmetry	4	DDT	BR5270	0.002562	BR5270	Asymmetry
Asymmetry	4	DDT	BR5270	NA	BR5270	Asymmetry
Asymmetry	4	DDT	BR5270	NA	BR5270	Asymmetry
Asymmetry	4	DDT	BR5270	NA	BR5270	Asymmetry
Asymmetry	4	DMSO	BR5270	0.006494	BR5270	Asymmetry
Asymmetry	4	DMSO	BR5270	0.007455	BR5270	Asymmetry
Asymmetry	4	DMSO	BR5270	0.02057	BR5270	Asymmetry
Asymmetry	4	DMSO	BR5270	-0.023277	BR5270	Asymmetry
Asymmetry	4	DMSO	BR5270	0.014604	BR5270	Asymmetry
Asymmetry	4	DMSO	BR5270	-0.033604	BR5270	Asymmetry
Asymmetry	4	DMSO	BR5270	-0.014549	BR5270	Asymmetry
Asymmetry	4	DMSO	BR5270	-0.00636	BR5270	Asymmetry
Asymmetry	4	DMSO	BR5270	0.020286	BR5270	Asymmetry
Asymmetry	4	DMSO	BR5270	-0.049687	BR5270	Asymmetry
Asymmetry	4	DMSO	BR5270	0.013962	BR5270	Asymmetry
Asymmetry	4	DMSO	BR5270	-0.009304	BR5270	Asymmetry
Asymmetry	4	DMSO	BR5270	0.00151	BR5270	Asymmetry
Asymmetry	4	DMSO	BR5270	NA	BR5270	Asymmetry
Asymmetry	4	DMSO	BR5270	NA	BR5270	Asymmetry
Asymmetry	4	DMSO	BR5270	NA	BR5270	Asymmetry
Asymmetry	4	DMSO	BR5270	NA	BR5270	Asymmetry
Asymmetry	4	DMSO	BR5270	NA	BR5270	Asymmetry
Asymmetry	4	DDT	BR5271	0.033809	BR5271	Asymmetry
Asymmetry	4	DDT	BR5271	-0.003688	BR5271	Asymmetry
Asymmetry	4	DDT	BR5271	0.028821	BR5271	Asymmetry
Asymmetry	4	DDT	BR5271	-0.008123	BR5271	Asymmetry
Asymmetry	4	DDT	BR5271	-0.023745	BR5271	Asymmetry
Asymmetry	4	DDT	BR5271	0.026749	BR5271	Asymmetry
Asymmetry	4	DDT	BR5271	-0.007025	BR5271	Asymmetry
Asymmetry	4	DDT	BR5271	0.015845	BR5271	Asymmetry
Asymmetry	4	DDT	BR5271	0.013562	BR5271	Asymmetry
Asymmetry	4	DDT	BR5271	0.00428	BR5271	Asymmetry
Asymmetry	4	DDT	BR5271	0.012298	BR5271	Asymmetry
Asymmetry	4	DDT	BR5271	-0.016938	BR5271	Asymmetry
Asymmetry	4	DDT	BR5271	-0.050946	BR5271	Asymmetry
Asymmetry	4	DDT	BR5271	0.008358	BR5271	Asymmetry
Asymmetry	4	DDT	BR5271	0.004377	BR5271	Asymmetry
Asymmetry	4	DDT	BR5271	0.00377	BR5271	Asymmetry
Asymmetry	4	DDT	BR5271	0.012883	BR5271	Asymmetry
Asymmetry	4	DDT	BR5271	NA	BR5271	Asymmetry
Asymmetry	4	DMSO	BR5271	-0.021527	BR5271	Asymmetry
Asymmetry	4	DMSO	BR5271	-0.015304	BR5271	Asymmetry
Asymmetry	4	DMSO	BR5271	9.85e-4	BR5271	Asymmetry
Asymmetry	4	DMSO	BR5271	0.032525	BR5271	Asymmetry
Asymmetry	4	DMSO	BR5271	0.004012	BR5271	Asymmetry
Asymmetry	4	DMSO	BR5271	-0.001945	BR5271	Asymmetry
Asymmetry	4	DMSO	BR5271	0.008874	BR5271	Asymmetry
Asymmetry	4	DMSO	BR5271	0.017365	BR5271	Asymmetry
Asymmetry	4	DMSO	BR5271	0.012507	BR5271	Asymmetry
Asymmetry	4	DMSO	BR5271	0.011403	BR5271	Asymmetry
Asymmetry	4	DMSO	BR5271	-0.010172	BR5271	Asymmetry
Asymmetry	4	DMSO	BR5271	-0.008277	BR5271	Asymmetry
Asymmetry	4	DMSO	BR5271	-0.011972	BR5271	Asymmetry
Asymmetry	4	DMSO	BR5271	0.008344	BR5271	Asymmetry
Asymmetry	4	DMSO	BR5271	0.011065	BR5271	Asymmetry
Asymmetry	4	DMSO	BR5271	0.006706	BR5271	Asymmetry
Asymmetry	4	DMSO	BR5271	-0.024671	BR5271	Asymmetry
Asymmetry	4	DMSO	BR5271	-8.38e-4	BR5271	Asymmetry
Asymmetry	4	DDT	N2	0.016175	N2	Asymmetry
Asymmetry	4	DDT	N2	-0.0102	N2	Asymmetry
Asymmetry	4	DDT	N2	-0.014906	N2	Asymmetry
Asymmetry	4	DDT	N2	0.002988	N2	Asymmetry
Asymmetry	4	DDT	N2	0.036067	N2	Asymmetry
Asymmetry	4	DDT	N2	0.006168	N2	Asymmetry
Asymmetry	4	DDT	N2	-0.008945	N2	Asymmetry
Asymmetry	4	DDT	N2	-0.015554	N2	Asymmetry
Asymmetry	4	DDT	N2	-0.021277	N2	Asymmetry
Asymmetry	4	DDT	N2	0.036938	N2	Asymmetry
Asymmetry	4	DDT	N2	-0.002464	N2	Asymmetry
Asymmetry	4	DDT	N2	-0.004777	N2	Asymmetry
Asymmetry	4	DDT	N2	-0.020102	N2	Asymmetry
Asymmetry	4	DDT	N2	0.037789	N2	Asymmetry
Asymmetry	4	DDT	N2	0.007414	N2	Asymmetry
Asymmetry	4	DDT	N2	0.002409	N2	Asymmetry
Asymmetry	4	DDT	N2	NA	N2	Asymmetry
Asymmetry	4	DDT	N2	NA	N2	Asymmetry
Asymmetry	4	DMSO	N2	-0.007097	N2	Asymmetry
Asymmetry	4	DMSO	N2	0.00419	N2	Asymmetry
Asymmetry	4	DMSO	N2	0.003717	N2	Asymmetry
Asymmetry	4	DMSO	N2	-0.005742	N2	Asymmetry
Asymmetry	4	DMSO	N2	-0.00596	N2	Asymmetry
Asymmetry	4	DMSO	N2	0.066338	N2	Asymmetry
Asymmetry	4	DMSO	N2	0.00446	N2	Asymmetry
Asymmetry	4	DMSO	N2	3.1e-5	N2	Asymmetry
Asymmetry	4	DMSO	N2	0.007484	N2	Asymmetry
Asymmetry	4	DMSO	N2	0.006184	N2	Asymmetry
Asymmetry	4	DMSO	N2	0.013966	N2	Asymmetry
Asymmetry	4	DMSO	N2	0.018995	N2	Asymmetry
Asymmetry	4	DMSO	N2	-0.001008	N2	Asymmetry
Asymmetry	4	DMSO	N2	-0.00313	N2	Asymmetry
Asymmetry	4	DMSO	N2	0.002994	N2	Asymmetry
Asymmetry	4	DMSO	N2	0.001696	N2	Asymmetry
Asymmetry	4	DMSO	N2	0.007664	N2	Asymmetry
Asymmetry	4	DMSO	N2	NA	N2	Asymmetry
Stretch	4	DDT	BR5270	0.430884	BR5270	Stretch
Stretch	4	DDT	BR5270	0.531143	BR5270	Stretch
Stretch	4	DDT	BR5270	0.417661	BR5270	Stretch
Stretch	4	DDT	BR5270	0.59442	BR5270	Stretch
Stretch	4	DDT	BR5270	0.416513	BR5270	Stretch
Stretch	4	DDT	BR5270	0.533639	BR5270	Stretch
Stretch	4	DDT	BR5270	0.510134	BR5270	Stretch
Stretch	4	DDT	BR5270	0.532001	BR5270	Stretch
Stretch	4	DDT	BR5270	0.439614	BR5270	Stretch
Stretch	4	DDT	BR5270	0.519302	BR5270	Stretch
Stretch	4	DDT	BR5270	0.498656	BR5270	Stretch
Stretch	4	DDT	BR5270	0.381406	BR5270	Stretch
Stretch	4	DDT	BR5270	0.615826	BR5270	Stretch
Stretch	4	DDT	BR5270	0.509659	BR5270	Stretch
Stretch	4	DDT	BR5270	0.495744	BR5270	Stretch
Stretch	4	DDT	BR5270	NA	BR5270	Stretch
Stretch	4	DDT	BR5270	NA	BR5270	Stretch
Stretch	4	DDT	BR5270	NA	BR5270	Stretch
Stretch	4	DMSO	BR5270	0.454253	BR5270	Stretch
Stretch	4	DMSO	BR5270	0.44383	BR5270	Stretch
Stretch	4	DMSO	BR5270	0.479379	BR5270	Stretch
Stretch	4	DMSO	BR5270	0.78134	BR5270	Stretch
Stretch	4	DMSO	BR5270	0.476897	BR5270	Stretch
Stretch	4	DMSO	BR5270	0.445803	BR5270	Stretch
Stretch	4	DMSO	BR5270	0.401852	BR5270	Stretch
Stretch	4	DMSO	BR5270	0.438455	BR5270	Stretch
Stretch	4	DMSO	BR5270	0.463006	BR5270	Stretch
Stretch	4	DMSO	BR5270	0.471954	BR5270	Stretch
Stretch	4	DMSO	BR5270	0.401284	BR5270	Stretch
Stretch	4	DMSO	BR5270	0.474139	BR5270	Stretch
Stretch	4	DMSO	BR5270	0.429505	BR5270	Stretch
Stretch	4	DMSO	BR5270	NA	BR5270	Stretch
Stretch	4	DMSO	BR5270	NA	BR5270	Stretch
Stretch	4	DMSO	BR5270	NA	BR5270	Stretch
Stretch	4	DMSO	BR5270	NA	BR5270	Stretch
Stretch	4	DMSO	BR5270	NA	BR5270	Stretch
Stretch	4	DDT	BR5271	0.421553	BR5271	Stretch
Stretch	4	DDT	BR5271	0.448878	BR5271	Stretch
Stretch	4	DDT	BR5271	0.396667	BR5271	Stretch
Stretch	4	DDT	BR5271	0.443186	BR5271	Stretch
Stretch	4	DDT	BR5271	0.394601	BR5271	Stretch
Stretch	4	DDT	BR5271	0.40674	BR5271	Stretch
Stretch	4	DDT	BR5271	0.443049	BR5271	Stretch
Stretch	4	DDT	BR5271	0.437429	BR5271	Stretch
Stretch	4	DDT	BR5271	0.346925	BR5271	Stretch
Stretch	4	DDT	BR5271	0.421711	BR5271	Stretch
Stretch	4	DDT	BR5271	0.491873	BR5271	Stretch
Stretch	4	DDT	BR5271	0.437096	BR5271	Stretch
Stretch	4	DDT	BR5271	0.460061	BR5271	Stretch
Stretch	4	DDT	BR5271	0.414781	BR5271	Stretch
Stretch	4	DDT	BR5271	0.417383	BR5271	Stretch
Stretch	4	DDT	BR5271	0.340035	BR5271	Stretch
Stretch	4	DDT	BR5271	0.413254	BR5271	Stretch
Stretch	4	DDT	BR5271	NA	BR5271	Stretch
Stretch	4	DMSO	BR5271	0.461917	BR5271	Stretch
Stretch	4	DMSO	BR5271	0.474027	BR5271	Stretch
Stretch	4	DMSO	BR5271	0.389541	BR5271	Stretch
Stretch	4	DMSO	BR5271	0.387338	BR5271	Stretch
Stretch	4	DMSO	BR5271	0.501769	BR5271	Stretch
Stretch	4	DMSO	BR5271	0.423686	BR5271	Stretch
Stretch	4	DMSO	BR5271	0.415879	BR5271	Stretch
Stretch	4	DMSO	BR5271	0.427372	BR5271	Stretch
Stretch	4	DMSO	BR5271	0.412402	BR5271	Stretch
Stretch	4	DMSO	BR5271	0.412873	BR5271	Stretch
Stretch	4	DMSO	BR5271	0.499031	BR5271	Stretch
Stretch	4	DMSO	BR5271	0.393147	BR5271	Stretch
Stretch	4	DMSO	BR5271	0.352954	BR5271	Stretch
Stretch	4	DMSO	BR5271	0.40634	BR5271	Stretch
Stretch	4	DMSO	BR5271	0.393876	BR5271	Stretch
Stretch	4	DMSO	BR5271	0.427597	BR5271	Stretch
Stretch	4	DMSO	BR5271	0.437333	BR5271	Stretch
Stretch	4	DMSO	BR5271	0.397897	BR5271	Stretch
Stretch	4	DDT	N2	0.393115	N2	Stretch
Stretch	4	DDT	N2	0.472373	N2	Stretch
Stretch	4	DDT	N2	0.42182	N2	Stretch
Stretch	4	DDT	N2	0.503179	N2	Stretch
Stretch	4	DDT	N2	0.367614	N2	Stretch
Stretch	4	DDT	N2	0.422522	N2	Stretch
Stretch	4	DDT	N2	0.406889	N2	Stretch
Stretch	4	DDT	N2	0.403313	N2	Stretch
Stretch	4	DDT	N2	0.460648	N2	Stretch
Stretch	4	DDT	N2	0.442897	N2	Stretch
Stretch	4	DDT	N2	0.43429	N2	Stretch
Stretch	4	DDT	N2	0.431907	N2	Stretch
Stretch	4	DDT	N2	0.36738	N2	Stretch
Stretch	4	DDT	N2	0.397494	N2	Stretch
Stretch	4	DDT	N2	0.419575	N2	Stretch
Stretch	4	DDT	N2	0.412317	N2	Stretch
Stretch	4	DDT	N2	NA	N2	Stretch
Stretch	4	DDT	N2	NA	N2	Stretch
Stretch	4	DMSO	N2	0.304731	N2	Stretch
Stretch	4	DMSO	N2	0.521988	N2	Stretch
Stretch	4	DMSO	N2	0.425788	N2	Stretch
Stretch	4	DMSO	N2	0.465139	N2	Stretch
Stretch	4	DMSO	N2	0.42638	N2	Stretch
Stretch	4	DMSO	N2	0.587116	N2	Stretch
Stretch	4	DMSO	N2	0.438276	N2	Stretch
Stretch	4	DMSO	N2	0.374066	N2	Stretch
Stretch	4	DMSO	N2	0.402163	N2	Stretch
Stretch	4	DMSO	N2	0.436711	N2	Stretch
Stretch	4	DMSO	N2	0.376486	N2	Stretch
Stretch	4	DMSO	N2	0.44671	N2	Stretch
Stretch	4	DMSO	N2	0.439018	N2	Stretch
Stretch	4	DMSO	N2	0.391261	N2	Stretch
Stretch	4	DMSO	N2	0.321867	N2	Stretch
Stretch	4	DMSO	N2	0.362712	N2	Stretch
Stretch	4	DMSO	N2	0.350731	N2	Stretch
Stretch	4	DMSO	N2	NA	N2	Stretch
Attenuation	4	DDT	BR5270	32.489936	BR5270	Attenuation
Attenuation	4	DDT	BR5270	9.145829	BR5270	Attenuation
Attenuation	4	DDT	BR5270	50.908544	BR5270	Attenuation
Attenuation	4	DDT	BR5270	21.836466	BR5270	Attenuation
Attenuation	4	DDT	BR5270	38.790067	BR5270	Attenuation
Attenuation	4	DDT	BR5270	17.039982	BR5270	Attenuation
Attenuation	4	DDT	BR5270	25.221939	BR5270	Attenuation
Attenuation	4	DDT	BR5270	37.319581	BR5270	Attenuation
Attenuation	4	DDT	BR5270	17.518127	BR5270	Attenuation
Attenuation	4	DDT	BR5270	26.772795	BR5270	Attenuation
Attenuation	4	DDT	BR5270	33.867273	BR5270	Attenuation
Attenuation	4	DDT	BR5270	11.420905	BR5270	Attenuation
Attenuation	4	DDT	BR5270	58.712329	BR5270	Attenuation
Attenuation	4	DDT	BR5270	3.004601	BR5270	Attenuation
Attenuation	4	DDT	BR5270	51.585741	BR5270	Attenuation
Attenuation	4	DDT	BR5270	NA	BR5270	Attenuation
Attenuation	4	DDT	BR5270	NA	BR5270	Attenuation
Attenuation	4	DDT	BR5270	NA	BR5270	Attenuation
Attenuation	4	DMSO	BR5270	41.568898	BR5270	Attenuation
Attenuation	4	DMSO	BR5270	65.275681	BR5270	Attenuation
Attenuation	4	DMSO	BR5270	34.241372	BR5270	Attenuation
Attenuation	4	DMSO	BR5270	25.635906	BR5270	Attenuation
Attenuation	4	DMSO	BR5270	54.440241	BR5270	Attenuation
Attenuation	4	DMSO	BR5270	14.159816	BR5270	Attenuation
Attenuation	4	DMSO	BR5270	27.265919	BR5270	Attenuation
Attenuation	4	DMSO	BR5270	58.516503	BR5270	Attenuation
Attenuation	4	DMSO	BR5270	46.180359	BR5270	Attenuation
Attenuation	4	DMSO	BR5270	51.054229	BR5270	Attenuation
Attenuation	4	DMSO	BR5270	56.224699	BR5270	Attenuation
Attenuation	4	DMSO	BR5270	-4.121814	BR5270	Attenuation
Attenuation	4	DMSO	BR5270	14.492606	BR5270	Attenuation
Attenuation	4	DMSO	BR5270	NA	BR5270	Attenuation
Attenuation	4	DMSO	BR5270	NA	BR5270	Attenuation
Attenuation	4	DMSO	BR5270	NA	BR5270	Attenuation
Attenuation	4	DMSO	BR5270	NA	BR5270	Attenuation
Attenuation	4	DMSO	BR5270	NA	BR5270	Attenuation
Attenuation	4	DDT	BR5271	-9.74536	BR5271	Attenuation
Attenuation	4	DDT	BR5271	53.313864	BR5271	Attenuation
Attenuation	4	DDT	BR5271	17.740518	BR5271	Attenuation
Attenuation	4	DDT	BR5271	52.929645	BR5271	Attenuation
Attenuation	4	DDT	BR5271	19.588698	BR5271	Attenuation
Attenuation	4	DDT	BR5271	44.699637	BR5271	Attenuation
Attenuation	4	DDT	BR5271	43.871312	BR5271	Attenuation
Attenuation	4	DDT	BR5271	44.500135	BR5271	Attenuation
Attenuation	4	DDT	BR5271	31.138718	BR5271	Attenuation
Attenuation	4	DDT	BR5271	46.109719	BR5271	Attenuation
Attenuation	4	DDT	BR5271	48.019912	BR5271	Attenuation
Attenuation	4	DDT	BR5271	20.591726	BR5271	Attenuation
Attenuation	4	DDT	BR5271	0.170412	BR5271	Attenuation
Attenuation	4	DDT	BR5271	55.601484	BR5271	Attenuation
Attenuation	4	DDT	BR5271	13.045253	BR5271	Attenuation
Attenuation	4	DDT	BR5271	30.609985000000002	BR5271	Attenuation
Attenuation	4	DDT	BR5271	54.590461	BR5271	Attenuation
Attenuation	4	DDT	BR5271	NA	BR5271	Attenuation
Attenuation	4	DMSO	BR5271	30.597835	BR5271	Attenuation
Attenuation	4	DMSO	BR5271	42.260507	BR5271	Attenuation
Attenuation	4	DMSO	BR5271	12.417833	BR5271	Attenuation
Attenuation	4	DMSO	BR5271	55.073374	BR5271	Attenuation
Attenuation	4	DMSO	BR5271	53.841297	BR5271	Attenuation
Attenuation	4	DMSO	BR5271	18.374763	BR5271	Attenuation
Attenuation	4	DMSO	BR5271	12.238648	BR5271	Attenuation
Attenuation	4	DMSO	BR5271	27.756405	BR5271	Attenuation
Attenuation	4	DMSO	BR5271	7.504927	BR5271	Attenuation
Attenuation	4	DMSO	BR5271	50.056999	BR5271	Attenuation
Attenuation	4	DMSO	BR5271	48.142613	BR5271	Attenuation
Attenuation	4	DMSO	BR5271	-9.217304	BR5271	Attenuation
Attenuation	4	DMSO	BR5271	-1.738517	BR5271	Attenuation
Attenuation	4	DMSO	BR5271	44.602574	BR5271	Attenuation
Attenuation	4	DMSO	BR5271	55.922345	BR5271	Attenuation
Attenuation	4	DMSO	BR5271	48.568398	BR5271	Attenuation
Attenuation	4	DMSO	BR5271	53.424122	BR5271	Attenuation
Attenuation	4	DMSO	BR5271	35.553899	BR5271	Attenuation
Attenuation	4	DDT	N2	14.672883	N2	Attenuation
Attenuation	4	DDT	N2	32.751035	N2	Attenuation
Attenuation	4	DDT	N2	23.816736	N2	Attenuation
Attenuation	4	DDT	N2	47.926621	N2	Attenuation
Attenuation	4	DDT	N2	-1.0525	N2	Attenuation
Attenuation	4	DDT	N2	47.505944	N2	Attenuation
Attenuation	4	DDT	N2	40.130183	N2	Attenuation
Attenuation	4	DDT	N2	47.878147	N2	Attenuation
Attenuation	4	DDT	N2	-2.04933	N2	Attenuation
Attenuation	4	DDT	N2	-0.331391	N2	Attenuation
Attenuation	4	DDT	N2	48.460619	N2	Attenuation
Attenuation	4	DDT	N2	62.907801	N2	Attenuation
Attenuation	4	DDT	N2	16.192711	N2	Attenuation
Attenuation	4	DDT	N2	-10.786366	N2	Attenuation
Attenuation	4	DDT	N2	43.057067	N2	Attenuation
Attenuation	4	DDT	N2	55.978371	N2	Attenuation
Attenuation	4	DDT	N2	NA	N2	Attenuation
Attenuation	4	DDT	N2	NA	N2	Attenuation
Attenuation	4	DMSO	N2	24.002922	N2	Attenuation
Attenuation	4	DMSO	N2	37.152507	N2	Attenuation
Attenuation	4	DMSO	N2	58.722011	N2	Attenuation
Attenuation	4	DMSO	N2	36.494695	N2	Attenuation
Attenuation	4	DMSO	N2	62.516215	N2	Attenuation
Attenuation	4	DMSO	N2	-11.398748	N2	Attenuation
Attenuation	4	DMSO	N2	63.806153	N2	Attenuation
Attenuation	4	DMSO	N2	66.042213	N2	Attenuation
Attenuation	4	DMSO	N2	-5.347195	N2	Attenuation
Attenuation	4	DMSO	N2	26.180418	N2	Attenuation
